# This file was produced by: bcftools roh(1.15.1+htslib-1.15.1)
# The command line was:	bcftools roh -G30 --estimate-AF - --rec-rate 1e-9 --skip-indels -O r -o /projects/mjolnir1/people/qvw641/CottonTop/ROHs///BcfToolsRoh_alt04recomb_1e-9_final_AF.txt /projects/mjolnir1/people/qvw641/CottonTop/VCF/Filter/CTT_onlyCTT_filter.vcf.gz
#
# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	24_FMNH_69286	CM038392.1	107936616	108304342	367727	560	86.8
RG	24_FMNH_69286	CM038392.1	108328007	108645321	317315	422	78.8
RG	24_FMNH_69286	CM038392.1	109686865	109887493	200629	334	85.5
RG	24_FMNH_69286	CM038392.1	112952062	113047442	95381	277	85.4
RG	24_FMNH_69286	CM038392.1	115015365	115245575	230211	305	65.6
RG	24_FMNH_69286	CM038392.1	116098711	116455488	356778	774	83.9
RG	24_FMNH_69286	CM038392.1	118722416	118940366	217951	342	73.2
RG	24_FMNH_69286	CM038392.1	119221204	119425270	204067	426	86.0
RG	24_FMNH_69286	CM038392.1	119695572	120447574	752003	2049	84.6
RG	24_FMNH_69286	CM038392.1	120888318	121229960	341643	412	40.0
RG	24_FMNH_69286	CM038392.1	122077436	122312985	235550	371	66.6
RG	24_FMNH_69286	CM038392.1	122986327	123298738	312412	446	86.9
RG	24_FMNH_69286	CM038392.1	125868223	126858209	989987	1431	90.2
RG	24_FMNH_69286	CM038392.1	126987805	127175725	187921	260	66.3
RG	24_FMNH_69286	CM038392.1	127836572	127931842	95271	173	73.0
RG	24_FMNH_69286	CM038392.1	128277219	128451525	174307	356	9.5
RG	24_FMNH_69286	CM038392.1	129529647	130038245	508599	1290	92.6
RG	24_FMNH_69286	CM038392.1	130810600	130984376	173777	207	69.2
RG	24_FMNH_69286	CM038392.1	131567014	131806672	239659	404	39.1
RG	24_FMNH_69286	CM038392.1	133218473	133647376	428904	1022	87.1
RG	24_FMNH_69286	CM038392.1	135602644	135780692	178049	423	70.3
RG	24_FMNH_69286	CM038392.1	143266906	143508213	241308	621	74.2
RG	24_FMNH_69286	CM038392.1	144177802	144239043	61242	240	85.5
RG	24_FMNH_69286	CM038392.1	144926181	145160714	234534	193	49.3
RG	24_FMNH_69286	CM038392.1	145704343	145906434	202092	416	14.1
RG	24_FMNH_69286	CM038392.1	145925153	146038217	113065	307	21.4
RG	24_FMNH_69286	CM038392.1	147445347	147780919	335573	400	75.1
RG	24_FMNH_69286	CM038392.1	147789145	147931839	142695	338	70.6
RG	24_FMNH_69286	CM038392.1	149062053	149384678	322626	497	62.3
RG	24_FMNH_69286	CM038392.1	153877240	154468668	591429	1319	70.0
RG	24_FMNH_69286	CM038392.1	157075968	157200806	124839	204	46.3
RG	24_FMNH_69286	CM038392.1	159926154	160251877	325724	593	86.8
RG	24_FMNH_69286	CM038392.1	160308728	161613214	1304487	2393	97.7
RG	24_FMNH_69286	CM038392.1	161627535	162088640	461106	448	63.4
RG	24_FMNH_69286	CM038392.1	162120779	162450701	329923	516	73.0
RG	24_FMNH_69286	CM038392.1	162458014	163017323	559310	1073	92.3
RG	24_FMNH_69286	CM038392.1	163180196	163296835	116640	346	63.0
RG	24_FMNH_69286	CM038392.1	163544324	163614459	70136	171	23.3
RG	24_FMNH_69286	CM038392.1	164563181	166381387	1818207	3533	96.9
RG	24_FMNH_69286	CM038392.1	167607220	168241763	634544	1378	85.3
RG	24_FMNH_69286	CM038392.1	169531265	170496128	964864	2422	89.2
RG	24_FMNH_69286	CM038392.1	170564094	170795143	231050	579	75.4
RG	24_FMNH_69286	CM038392.1	171533716	171721198	187483	253	20.9
RG	24_FMNH_69286	CM038392.1	171860195	172235083	374889	1053	82.7
RG	24_FMNH_69286	CM038392.1	172860160	173392002	531843	1038	83.9
RG	24_FMNH_69286	CM038392.1	173536270	174067648	531379	1110	81.6
RG	24_FMNH_69286	CM038392.1	174672265	175111680	439416	823	90.1
RG	24_FMNH_69286	CM038392.1	176209631	176317108	107478	213	62.5
RG	24_FMNH_69286	CM038392.1	177368992	177526750	157759	321	81.3
RG	24_FMNH_69286	CM038392.1	178158080	178220075	61996	213	62.5
RG	24_FMNH_69286	CM038392.1	181439817	181611760	171944	596	76.3
RG	24_FMNH_69286	CM038392.1	182774132	182849343	75212	312	59.3
RG	24_FMNH_69286	CM038392.1	183346611	183607625	261015	598	41.8
RG	24_FMNH_69286	CM038392.1	184647425	184707329	59905	164	59.5
RG	24_FMNH_69286	CM038392.1	187948871	187984134	35264	214	40.2
RG	24_FMNH_69286	CM038392.1	190745054	190871974	126921	139	60.1
RG	24_FMNH_69286	CM038392.1	190877533	190937802	60270	112	48.7
RG	24_FMNH_69286	CM038392.1	191339850	191419899	80050	283	38.1
RG	24_FMNH_69286	CM038392.1	195198011	195297487	99477	165	61.6
RG	24_FMNH_69286	CM038392.1	196680390	197665828	985439	1732	90.0
RG	24_FMNH_69286	CM038392.1	197873242	199088365	1215124	2947	90.3
RG	24_FMNH_69286	CM038392.1	202540438	202746711	206274	645	67.8
RG	24_FMNH_69286	CM038392.1	207507771	207744902	237132	803	71.0
RG	24_FMNH_69286	CM038392.1	209130993	209280027	149035	503	80.0
RG	24_FMNH_69286	CM038392.1	212835375	212887935	52561	65	53.6
RG	25_FMNH_69307	CM038392.1	750095	1693975	943881	1143	38.4
RG	25_FMNH_69307	CM038392.1	4169179	7425804	3256626	3656	64.1
RG	25_FMNH_69307	CM038392.1	7644493	8738316	1093824	1047	34.9
RG	25_FMNH_69307	CM038392.1	8837328	10462795	1625468	1375	63.4
RG	25_FMNH_69307	CM038392.1	10486864	11150042	663179	622	26.9
RG	25_FMNH_69307	CM038392.1	11565928	13039507	1473580	1457	77.5
RG	25_FMNH_69307	CM038392.1	13552158	14273733	721576	682	24.2
RG	25_FMNH_69307	CM038392.1	14870564	16167697	1297134	1062	76.7
RG	25_FMNH_69307	CM038392.1	17219718	20217869	2998152	2592	77.9
RG	25_FMNH_69307	CM038392.1	20571039	23062924	2491886	2677	73.5
RG	25_FMNH_69307	CM038392.1	23338206	23946846	608641	923	86.0
RG	25_FMNH_69307	CM038392.1	24617221	30346860	5729640	6229	72.9
RG	25_FMNH_69307	CM038392.1	30923312	33313455	2390144	2658	94.2
RG	25_FMNH_69307	CM038392.1	33412825	38146555	4733731	5543	95.9
RG	25_FMNH_69307	CM038392.1	38187586	38736983	549398	708	69.7
RG	25_FMNH_69307	CM038392.1	38755923	41368369	2612447	2609	83.3
RG	25_FMNH_69307	CM038392.1	42655038	43713443	1058406	942	66.7
RG	25_FMNH_69307	CM038392.1	44425095	45645121	1220027	1083	51.4
RG	25_FMNH_69307	CM038392.1	45794150	46517730	723581	886	60.4
RG	25_FMNH_69307	CM038392.1	49650595	51247858	1597264	1129	66.0
RG	25_FMNH_69307	CM038392.1	52276976	53771631	1494656	1452	63.4
RG	25_FMNH_69307	CM038392.1	55068864	57787180	2718317	2233	57.1
RG	25_FMNH_69307	CM038392.1	57856382	58910999	1054618	1028	65.3
RG	25_FMNH_69307	CM038392.1	59628473	60102384	473912	426	76.4
RG	25_FMNH_69307	CM038392.1	60374795	64116312	3741518	2973	65.3
RG	25_FMNH_69307	CM038392.1	64974324	65320722	346399	367	62.6
RG	25_FMNH_69307	CM038392.1	66268062	69184521	2916460	2717	85.3
RG	25_FMNH_69307	CM038392.1	70170756	71723707	1552952	1534	29.8
RG	25_FMNH_69307	CM038392.1	71784582	72566758	782177	688	60.6
RG	25_FMNH_69307	CM038392.1	73817950	76346314	2528365	2189	87.1
RG	25_FMNH_69307	CM038392.1	76516413	81630421	5114009	5457	70.3
RG	25_FMNH_69307	CM038392.1	84441393	85224410	783018	608	55.0
RG	25_FMNH_69307	CM038392.1	87938307	96031452	8093146	7831	78.9
RG	25_FMNH_69307	CM038392.1	97382177	98820333	1438157	1172	88.0
RG	25_FMNH_69307	CM038392.1	100367488	108788937	8421450	5653	58.9
RG	25_FMNH_69307	CM038392.1	109003375	110059287	1055913	727	64.9
RG	25_FMNH_69307	CM038392.1	113862048	116593336	2731289	2395	89.3
RG	25_FMNH_69307	CM038392.1	117394266	117750918	356653	223	35.7
RG	25_FMNH_69307	CM038392.1	117787494	118331586	544093	502	74.3
RG	25_FMNH_69307	CM038392.1	118871601	119664107	792507	592	56.3
RG	25_FMNH_69307	CM038392.1	120043058	121658700	1615643	1203	73.5
RG	25_FMNH_69307	CM038392.1	123232435	127944791	4712357	2933	94.6
RG	25_FMNH_69307	CM038392.1	129061158	131420825	2359668	2138	62.1
RG	25_FMNH_69307	CM038392.1	133156377	133555280	398904	497	51.5
RG	25_FMNH_69307	CM038392.1	135379371	136477716	1098346	794	44.3
RG	25_FMNH_69307	CM038392.1	137110934	137425207	314274	199	52.1
RG	25_FMNH_69307	CM038392.1	138203870	138692021	488152	370	30.4
RG	25_FMNH_69307	CM038392.1	140531689	141534931	1003243	777	82.5
RG	25_FMNH_69307	CM038392.1	142851282	144708230	1856949	1530	48.9
RG	25_FMNH_69307	CM038392.1	145969118	148751658	2782541	1614	69.5
RG	25_FMNH_69307	CM038392.1	154462546	156310213	1847668	1241	18.6
RG	25_FMNH_69307	CM038392.1	157158686	159442486	2283801	1521	84.1
RG	25_FMNH_69307	CM038392.1	159870013	161380717	1510705	1000	21.3
RG	25_FMNH_69307	CM038392.1	162547210	163253870	706661	612	51.1
RG	25_FMNH_69307	CM038392.1	164349229	166948973	2599745	1836	64.2
RG	25_FMNH_69307	CM038392.1	167627627	168249477	621851	540	82.8
RG	25_FMNH_69307	CM038392.1	171778508	174695882	2917375	2538	70.9
RG	25_FMNH_69307	CM038392.1	175620886	176042142	421257	343	43.8
RG	25_FMNH_69307	CM038392.1	176604173	180567534	3963362	3467	71.3
RG	25_FMNH_69307	CM038392.1	181442448	182125065	682618	875	23.4
RG	25_FMNH_69307	CM038392.1	182736593	185326212	2589620	3147	74.4
RG	25_FMNH_69307	CM038392.1	185521223	186846867	1325645	1698	58.4
RG	25_FMNH_69307	CM038392.1	191246773	193457975	2211203	2372	80.4
RG	25_FMNH_69307	CM038392.1	193554906	194050968	496063	417	59.5
RG	25_FMNH_69307	CM038392.1	194771146	195256204	485059	541	17.2
RG	25_FMNH_69307	CM038392.1	195921692	205806540	9884849	9316	84.7
RG	25_FMNH_69307	CM038392.1	207196523	208186700	990178	1110	32.8
RG	25_FMNH_69307	CM038392.1	209092107	211028811	1936705	2137	86.6
RG	25_FMNH_69307	CM038392.1	212027136	212282877	255742	200	33.3
RG	26_FMNH_69308	CM038392.1	416883	736933	320051	555	84.3
RG	26_FMNH_69308	CM038392.1	2541939	2751291	209353	341	82.2
RG	26_FMNH_69308	CM038392.1	5872535	7553777	1681243	2946	84.0
RG	26_FMNH_69308	CM038392.1	7781054	8680048	898995	1440	71.6
RG	26_FMNH_69308	CM038392.1	11781128	12121741	340614	679	86.7
RG	26_FMNH_69308	CM038392.1	17137992	18326942	1188951	1344	20.7
RG	26_FMNH_69308	CM038392.1	19364513	19583919	219407	313	56.2
RG	26_FMNH_69308	CM038392.1	19988420	20266908	278489	581	34.7
RG	26_FMNH_69308	CM038392.1	20389199	20758602	369404	780	79.8
RG	26_FMNH_69308	CM038392.1	22738871	23242928	504058	1109	88.1
RG	26_FMNH_69308	CM038392.1	23622407	24097130	474724	1054	33.0
RG	26_FMNH_69308	CM038392.1	24435033	24761468	326436	594	40.8
RG	26_FMNH_69308	CM038392.1	24889816	26566498	1676683	2652	65.9
RG	26_FMNH_69308	CM038392.1	27317251	27689855	372605	691	28.6
RG	26_FMNH_69308	CM038392.1	28445104	28709203	264100	437	36.2
RG	26_FMNH_69308	CM038392.1	29315546	29713740	398195	766	11.6
RG	26_FMNH_69308	CM038392.1	32014820	32182771	167952	408	67.3
RG	26_FMNH_69308	CM038392.1	32953056	33189215	236160	505	75.4
RG	26_FMNH_69308	CM038392.1	34203543	34465836	262294	546	53.7
RG	26_FMNH_69308	CM038392.1	39150462	40107291	956830	1557	63.3
RG	26_FMNH_69308	CM038392.1	40212548	40708935	496388	839	91.9
RG	26_FMNH_69308	CM038392.1	43844558	44769374	924817	1275	84.7
RG	26_FMNH_69308	CM038392.1	45131946	45465422	333477	702	63.8
RG	26_FMNH_69308	CM038392.1	47527749	48020005	492257	970	81.8
RG	26_FMNH_69308	CM038392.1	50132528	50960791	828264	911	83.4
RG	26_FMNH_69308	CM038392.1	52220153	53427761	1207609	1852	74.8
RG	26_FMNH_69308	CM038392.1	53964338	54276958	312621	509	51.2
RG	26_FMNH_69308	CM038392.1	55033565	56324872	1291308	1365	68.5
RG	26_FMNH_69308	CM038392.1	56425524	57245910	820387	1527	94.7
RG	26_FMNH_69308	CM038392.1	58823498	59529598	706101	1047	70.1
RG	26_FMNH_69308	CM038392.1	59629626	60006655	377030	646	78.3
RG	26_FMNH_69308	CM038392.1	60210790	62516359	2305570	2795	82.7
RG	26_FMNH_69308	CM038392.1	64187315	64409582	222268	433	84.1
RG	26_FMNH_69308	CM038392.1	64912325	65006248	93924	187	13.1
RG	26_FMNH_69308	CM038392.1	65246783	65697666	450884	776	84.0
RG	26_FMNH_69308	CM038392.1	66257137	67715780	1458644	2164	75.2
RG	26_FMNH_69308	CM038392.1	67767944	70373686	2605743	3684	54.1
RG	26_FMNH_69308	CM038392.1	70924020	71241971	317952	557	76.2
RG	26_FMNH_69308	CM038392.1	72528123	73163646	635524	765	87.5
RG	26_FMNH_69308	CM038392.1	77532830	78415194	882365	1279	77.0
RG	26_FMNH_69308	CM038392.1	78738885	79177938	439054	586	57.5
RG	26_FMNH_69308	CM038392.1	79723573	83679999	3956427	5444	67.2
RG	26_FMNH_69308	CM038392.1	84441393	86640574	2199182	2352	87.4
RG	26_FMNH_69308	CM038392.1	88419419	88922319	502901	833	38.4
RG	26_FMNH_69308	CM038392.1	89934818	90116524	181707	394	81.9
RG	26_FMNH_69308	CM038392.1	93174245	93972020	797776	1309	76.4
RG	26_FMNH_69308	CM038392.1	97457345	99776346	2319002	2225	89.2
RG	26_FMNH_69308	CM038392.1	100796258	101046042	249785	307	82.3
RG	26_FMNH_69308	CM038392.1	101783710	102644173	860464	990	73.5
RG	26_FMNH_69308	CM038392.1	103216432	103802455	586024	796	57.2
RG	26_FMNH_69308	CM038392.1	104280066	104544876	264811	282	25.1
RG	26_FMNH_69308	CM038392.1	104771001	105413907	642907	802	69.0
RG	26_FMNH_69308	CM038392.1	108167297	109207297	1040001	1123	91.6
RG	26_FMNH_69308	CM038392.1	109921525	110628044	706520	806	76.5
RG	26_FMNH_69308	CM038392.1	110856155	111685708	829554	1012	46.8
RG	26_FMNH_69308	CM038392.1	113850544	113978381	127838	301	40.0
RG	26_FMNH_69308	CM038392.1	114487644	114732306	244663	416	82.8
RG	26_FMNH_69308	CM038392.1	115093116	115793456	700341	892	51.6
RG	26_FMNH_69308	CM038392.1	116665578	117220874	555297	476	55.3
RG	26_FMNH_69308	CM038392.1	119063786	119885362	821577	1085	37.0
RG	26_FMNH_69308	CM038392.1	120063364	120286782	223419	445	44.6
RG	26_FMNH_69308	CM038392.1	120688766	123552438	2863673	1758	66.6
RG	26_FMNH_69308	CM038392.1	125770155	126352344	582190	616	71.6
RG	26_FMNH_69308	CM038392.1	127027337	127248224	220888	194	57.9
RG	26_FMNH_69308	CM038392.1	128271923	128383823	111901	140	58.5
RG	26_FMNH_69308	CM038392.1	129530321	129809408	279088	482	40.1
RG	26_FMNH_69308	CM038392.1	130424783	130658721	233939	347	69.4
RG	26_FMNH_69308	CM038392.1	134152481	134654038	501558	611	51.9
RG	26_FMNH_69308	CM038392.1	134841067	135122708	281642	425	82.0
RG	26_FMNH_69308	CM038392.1	135265713	135721441	455729	528	72.7
RG	26_FMNH_69308	CM038392.1	136573785	136999320	425536	416	53.0
RG	26_FMNH_69308	CM038392.1	140041901	140199763	157863	142	47.3
RG	26_FMNH_69308	CM038392.1	141322779	141535105	212327	309	44.7
RG	26_FMNH_69308	CM038392.1	142819868	143281522	461655	575	62.6
RG	26_FMNH_69308	CM038392.1	144301009	145153374	852366	1016	90.8
RG	26_FMNH_69308	CM038392.1	145669381	146384061	714681	1138	79.7
RG	26_FMNH_69308	CM038392.1	147812040	149364944	1552905	1372	50.3
RG	26_FMNH_69308	CM038392.1	150409689	151638445	1228757	1299	88.1
RG	26_FMNH_69308	CM038392.1	151805568	152209113	403546	456	70.6
RG	26_FMNH_69308	CM038392.1	152619090	152833834	214745	287	36.3
RG	26_FMNH_69308	CM038392.1	154576977	155206742	629766	923	78.4
RG	26_FMNH_69308	CM038392.1	155836710	156724524	887815	727	77.7
RG	26_FMNH_69308	CM038392.1	157136453	158027241	890789	1080	85.9
RG	26_FMNH_69308	CM038392.1	158414030	159442039	1028010	967	88.4
RG	26_FMNH_69308	CM038392.1	161000056	162437041	1436986	1077	53.8
RG	26_FMNH_69308	CM038392.1	162715001	163207020	492020	692	59.9
RG	26_FMNH_69308	CM038392.1	163544324	164140839	596516	789	73.6
RG	26_FMNH_69308	CM038392.1	164892002	165983088	1091087	1097	65.0
RG	26_FMNH_69308	CM038392.1	166700865	167379993	679129	603	57.7
RG	26_FMNH_69308	CM038392.1	167634035	168718138	1084104	1315	91.0
RG	26_FMNH_69308	CM038392.1	168801987	169358359	556373	695	87.0
RG	26_FMNH_69308	CM038392.1	169392374	170238019	845646	1392	94.0
RG	26_FMNH_69308	CM038392.1	170484767	170829238	344472	604	71.7
RG	26_FMNH_69308	CM038392.1	173860288	174784431	924144	1475	80.6
RG	26_FMNH_69308	CM038392.1	175620886	176041721	420836	514	69.8
RG	26_FMNH_69308	CM038392.1	177189052	177570579	381528	437	68.9
RG	26_FMNH_69308	CM038392.1	178146281	178236744	90464	189	41.6
RG	26_FMNH_69308	CM038392.1	178823015	179330067	507053	661	80.5
RG	26_FMNH_69308	CM038392.1	181926984	182519972	592989	788	43.1
RG	26_FMNH_69308	CM038392.1	182827969	182871784	43816	120	84.3
RG	26_FMNH_69308	CM038392.1	183585178	183919849	334672	533	47.2
RG	26_FMNH_69308	CM038392.1	184033569	184325081	291513	448	20.3
RG	26_FMNH_69308	CM038392.1	184927239	185012505	85267	309	62.4
RG	26_FMNH_69308	CM038392.1	187793687	188003672	209986	517	55.9
RG	26_FMNH_69308	CM038392.1	191348757	191589104	240348	392	42.0
RG	26_FMNH_69308	CM038392.1	192657251	192877891	220641	409	78.1
RG	26_FMNH_69308	CM038392.1	194243038	194668650	425613	587	60.6
RG	26_FMNH_69308	CM038392.1	195393080	195587702	194623	329	13.0
RG	26_FMNH_69308	CM038392.1	197157716	198492966	1335251	1798	83.1
RG	26_FMNH_69308	CM038392.1	198647532	198906725	259194	499	71.1
RG	26_FMNH_69308	CM038392.1	199272867	199722044	449178	688	55.0
RG	26_FMNH_69308	CM038392.1	200065525	200172596	107072	150	47.4
RG	26_FMNH_69308	CM038392.1	202227527	202634541	407015	789	17.9
RG	26_FMNH_69308	CM038392.1	208759463	208882608	123146	363	36.6
RG	26_FMNH_69308	CM038392.1	208988209	209138720	150512	409	66.1
RG	26_FMNH_69308	CM038392.1	209244980	209904267	659288	998	88.0
RG	26_FMNH_69308	CM038392.1	210969954	211408345	438392	814	26.7
RG	26_FMNH_69308	CM038392.1	211599993	211840361	240369	329	59.2
RG	26_FMNH_69308	CM038392.1	212028992	212096400	67409	132	34.6
RG	27_FMNH_69308	CM038392.1	1494386	3056640	1562255	1401	84.7
RG	27_FMNH_69308	CM038392.1	3349666	10125266	6775601	6302	71.5
RG	27_FMNH_69308	CM038392.1	10522219	13383290	2861072	2574	54.2
RG	27_FMNH_69308	CM038392.1	14956393	19670612	4714220	3643	89.9
RG	27_FMNH_69308	CM038392.1	20862608	27706708	6844101	6782	82.6
RG	27_FMNH_69308	CM038392.1	28517189	33214159	4696971	4409	94.8
RG	27_FMNH_69308	CM038392.1	33591660	38146555	4554896	4437	69.3
RG	27_FMNH_69308	CM038392.1	38928959	41375512	2446554	1991	61.3
RG	27_FMNH_69308	CM038392.1	42912915	45314454	2401540	1870	86.6
RG	27_FMNH_69308	CM038392.1	45826381	48380709	2554329	2609	92.3
RG	27_FMNH_69308	CM038392.1	49670882	50933277	1262396	691	82.1
RG	27_FMNH_69308	CM038392.1	52720200	54437621	1717422	1562	59.1
RG	27_FMNH_69308	CM038392.1	54873517	59568642	4695126	3442	61.3
RG	27_FMNH_69308	CM038392.1	59854296	63055577	3201282	2200	78.2
RG	27_FMNH_69308	CM038392.1	63977267	64329357	352091	401	59.2
RG	27_FMNH_69308	CM038392.1	65998864	83488366	17489503	14491	92.5
RG	27_FMNH_69308	CM038392.1	84567408	93897215	9329808	7277	77.3
RG	27_FMNH_69308	CM038392.1	95888675	96031821	143147	155	70.7
RG	27_FMNH_69308	CM038392.1	96420995	96954287	533293	409	16.7
RG	27_FMNH_69308	CM038392.1	97771151	107589612	9818462	5869	80.8
RG	27_FMNH_69308	CM038392.1	108532865	113251721	4718857	3091	74.0
RG	27_FMNH_69308	CM038392.1	113523887	116909754	3385868	2970	94.9
RG	27_FMNH_69308	CM038392.1	117281471	138738321	21456851	13772	92.3
RG	27_FMNH_69308	CM038392.1	140563851	141354241	790391	535	78.1
RG	27_FMNH_69308	CM038392.1	142531541	151897442	9365902	5466	91.1
RG	27_FMNH_69308	CM038392.1	153178902	161160599	7981698	5162	70.6
RG	27_FMNH_69308	CM038392.1	162716720	168550129	5833410	4001	93.0
RG	27_FMNH_69308	CM038392.1	169374587	170113232	738646	698	71.6
RG	27_FMNH_69308	CM038392.1	170674635	176435136	5760502	4340	64.4
RG	27_FMNH_69308	CM038392.1	176590220	184257719	7667500	6356	62.4
RG	27_FMNH_69308	CM038392.1	184566368	186190773	1624406	2060	87.5
RG	27_FMNH_69308	CM038392.1	187876288	188657288	781001	814	82.4
RG	27_FMNH_69308	CM038392.1	191024153	192908319	1884167	1643	63.7
RG	27_FMNH_69308	CM038392.1	194746375	203089932	8343558	6525	88.1
RG	27_FMNH_69308	CM038392.1	203359905	205376599	2016695	1978	76.0
RG	27_FMNH_69308	CM038392.1	207312278	208192849	880572	915	12.8
RG	27_FMNH_69308	CM038392.1	208458044	209121954	663911	879	79.1
RG	27_FMNH_69308	CM038392.1	209724113	211420111	1695999	1850	70.8
RG	28_FMNH_69313	CM038392.1	481899	1109481	627583	1176	90.5
RG	28_FMNH_69313	CM038392.1	1936637	2159214	222578	288	52.6
RG	28_FMNH_69313	CM038392.1	4810486	5404844	594359	1011	39.8
RG	28_FMNH_69313	CM038392.1	5658612	6565696	907085	1890	86.4
RG	28_FMNH_69313	CM038392.1	8018257	8778496	760240	1003	90.5
RG	28_FMNH_69313	CM038392.1	8883393	9526327	642935	927	84.5
RG	28_FMNH_69313	CM038392.1	9683796	10276524	592729	653	45.6
RG	28_FMNH_69313	CM038392.1	11769906	11868139	98234	273	42.5
RG	28_FMNH_69313	CM038392.1	11948549	13270129	1321581	2175	78.9
RG	28_FMNH_69313	CM038392.1	13677932	14238258	560327	891	68.0
RG	28_FMNH_69313	CM038392.1	15191189	16643901	1452713	1955	74.1
RG	28_FMNH_69313	CM038392.1	20085014	20231617	146604	209	65.3
RG	28_FMNH_69313	CM038392.1	20390851	20535805	144955	277	59.4
RG	28_FMNH_69313	CM038392.1	21731730	23084707	1352978	2339	71.4
RG	28_FMNH_69313	CM038392.1	24465350	24621089	155740	300	74.3
RG	28_FMNH_69313	CM038392.1	24983289	25320309	337021	471	26.2
RG	28_FMNH_69313	CM038392.1	25811759	28255398	2443640	4051	97.3
RG	28_FMNH_69313	CM038392.1	28444557	32685591	4241035	6554	93.3
RG	28_FMNH_69313	CM038392.1	33672852	34503427	830576	1534	83.1
RG	28_FMNH_69313	CM038392.1	34937827	35398849	461023	869	61.5
RG	28_FMNH_69313	CM038392.1	36456590	37205898	749309	1079	41.1
RG	28_FMNH_69313	CM038392.1	37448179	37857125	408947	676	70.1
RG	28_FMNH_69313	CM038392.1	39151430	40159148	1007719	1600	62.7
RG	28_FMNH_69313	CM038392.1	40402749	40714513	311765	435	76.3
RG	28_FMNH_69313	CM038392.1	42709947	43713515	1003569	1289	74.6
RG	28_FMNH_69313	CM038392.1	43984527	44299927	315401	469	35.7
RG	28_FMNH_69313	CM038392.1	46414345	46518439	104095	205	61.5
RG	28_FMNH_69313	CM038392.1	47053208	47424218	371011	449	78.2
RG	28_FMNH_69313	CM038392.1	50133137	53797073	3663937	5053	93.6
RG	28_FMNH_69313	CM038392.1	53841743	54437605	595863	951	78.7
RG	28_FMNH_69313	CM038392.1	54907033	56532446	1625414	1825	52.6
RG	28_FMNH_69313	CM038392.1	59365426	59627679	262254	465	65.1
RG	28_FMNH_69313	CM038392.1	59769125	61107028	1337904	1514	80.6
RG	28_FMNH_69313	CM038392.1	61306761	61800816	494056	552	63.5
RG	28_FMNH_69313	CM038392.1	65248043	65715219	467177	798	86.1
RG	28_FMNH_69313	CM038392.1	66219910	66928135	708226	1138	22.8
RG	28_FMNH_69313	CM038392.1	67768165	68801424	1033260	1525	42.0
RG	28_FMNH_69313	CM038392.1	68844590	70635316	1790727	2438	77.9
RG	28_FMNH_69313	CM038392.1	71297802	71722053	424252	736	73.9
RG	28_FMNH_69313	CM038392.1	73891545	74503804	612260	841	25.8
RG	28_FMNH_69313	CM038392.1	74935393	75449022	513630	672	79.6
RG	28_FMNH_69313	CM038392.1	76324977	78716967	2391991	3617	85.8
RG	28_FMNH_69313	CM038392.1	78971131	79217704	246574	334	44.9
RG	28_FMNH_69313	CM038392.1	80377923	80963053	585131	1017	52.4
RG	28_FMNH_69313	CM038392.1	81724531	82350278	625748	833	70.4
RG	28_FMNH_69313	CM038392.1	83605935	84293570	687636	905	77.1
RG	28_FMNH_69313	CM038392.1	84441393	85427923	986531	1061	13.7
RG	28_FMNH_69313	CM038392.1	86855000	87201629	346630	403	68.7
RG	28_FMNH_69313	CM038392.1	91292310	92043789	751480	926	93.2
RG	28_FMNH_69313	CM038392.1	95404876	95886516	481641	576	74.2
RG	28_FMNH_69313	CM038392.1	100218291	100798306	580016	685	89.7
RG	28_FMNH_69313	CM038392.1	101672891	102945554	1272664	1411	83.1
RG	28_FMNH_69313	CM038392.1	103249864	103719219	469356	690	78.9
